account_id,username,bio,profile_picture,account_age,tweets_count,followers_count,following_count,duplicate_tweets,content_similarity,follower_following_ratio,tweet_frequency,is_fake,is_clone,report,blocked,avg_distance,name
N00575,james_martinez15,Tech enthusiast,0,3675,9010,9791,73630,1,0.95,0.13,2.45,0,1,0,0,0.0621682146710847,Arjun Kapoor
N00576,dorothyperez1985,Travel addict,0,1201,4033,46545,73148,1,0.8,0.64,3.36,0,0,0,0,0.0812576461182202,Ananya Singh
N00577,carolwhite25,Photographer,0,918,6505,25849,12731,1,0.46,2.03,7.09,0,0,0,0,0.2130277124351901,Vikram Patel
N00578,christopher_robinson,,0,685,9293,60114,50158,0,0.06,1.2,13.57,0,0,0,0,0.2884460789718645,Kavya Nair
N00579,robertrivera1982,Digital marketer,1,3641,1237,73259,7276,1,0.14,10.07,0.34,0,0,0,0,0.2862117945311914,Rahul Das
N00580,sarah_baker1991,Travel addict,1,184,5279,86078,48377,0,0.49,1.78,28.69,0,0,0,0,0.5304615843539784,Ishita Gupta
N00581,thomas_jackson49,,0,4404,7252,36582,72920,1,0.14,0.5,1.65,0,0,0,0,0.0631326916271474,Aditya Rao
N00582,kevin.johnson33,Travel addict,1,4126,3568,24367,2760,0,0.23,8.83,0.86,0,0,0,0,0.3168136487286263,Neha Joshi
N00583,susanrobinson,Digital marketer,1,4815,7544,7231,9914,1,0.31,0.73,1.57,0,0,0,0,0.0678827366371866,Karthik Iyer
N00584,charles_nelson75,Tech enthusiast,0,2374,7129,90018,74386,1,0.71,1.21,3.0,0,0,0,0,0.091826651898984,Simran Kaur
N00585,sarah_nguyen1986,Tech enthusiast,1,4164,7930,45398,65433,0,0.14,0.69,1.9,0,0,0,0,0.0680590443493453,Yash Malhotra
N00586,william_mitchell,Travel addict,1,251,1866,47060,87970,0,0.84,0.53,7.43,0,1,0,0,0.126894239352333,Pooja Choudhary
N00587,joshuaharris,Digital marketer,1,579,440,89448,43295,1,0.45,2.07,0.76,0,0,0,0,0.1217966060660874,Manav Bansal
N00588,jessicadavis,Lover of nature,1,4478,5881,85050,46415,1,0.63,1.83,1.31,0,0,0,0,0.1360492939191684,Tanvi Mishra
N00589,barbara_adams,Lover of nature,1,3269,2243,45644,64239,1,0.79,0.71,0.69,0,0,0,0,0.0721908052542487,Devansh Agarwal
N00590,edwardjackson2001,Travel addict,0,2131,9254,94239,5510,1,0.14,17.1,4.34,0,0,0,0,0.8288142353990317,Meera Pillai
N00591,bettyroberts1997,Travel addict,0,2492,8418,44115,72962,1,0.22,0.6,3.38,0,0,0,0,0.1212124013376586,Siddharth Jain
N00592,joshua.hernandez29,Travel addict,0,4384,7392,99059,22335,0,0.25,4.44,1.69,0,0,0,0,0.2249599910011372,Aisha Khan
N00593,kevinflores1980,Tech enthusiast,0,1133,7984,28710,52624,0,0.7,0.55,7.05,0,0,0,0,0.1988222490121583,Harsh Vardhan
N00594,christopher.thompson1,Tech enthusiast,1,1317,16,88312,64474,1,0.52,1.37,0.01,0,0,0,0,0.1066194537499773,Ritika Sharma
N00595,carol.young1991,,0,986,7242,41891,96733,1,0.56,0.43,7.34,0,0,0,0,0.1398265865851145,Krishna Yadav
N00596,marylewis56,Photographer,0,3697,4784,34993,71880,1,0.78,0.49,1.29,0,0,0,0,0.0574194522818383,Nikita Arora
N00597,davidgarcia69,Tech enthusiast,1,2917,5673,37016,49993,1,0.77,0.74,1.94,0,0,0,0,0.0598974128908986,Aryan Desai
N00598,thomas.roberts,Digital marketer,0,4276,9746,99525,42742,0,0.78,2.33,2.28,0,0,0,0,0.1699602780584539,Shruti Menon
N00599,carol.mitchell,Lover of nature,1,4204,1326,4720,6112,0,0.69,0.77,0.32,0,0,0,0,0.0817557592935023,Dhruv Shah
N00600,williamnelson92,Lover of nature,0,1910,6113,59005,34426,0,0.3,1.71,3.2,0,0,0,0,0.0866536721230763,Palak Tiwari
N00601,michelle_hill,Travel addict,0,4679,3219,99463,35498,1,0.08,2.8,0.69,0,0,0,0,0.1465257153732374,Aarav Sharma
N00602,kevinlee95,,1,3608,925,67652,96222,1,0.17,0.7,0.26,0,0,0,0,0.0597990904837904,Priya Verma
N00603,matthewallen1988,Travel addict,0,4153,4166,92826,37970,0,0.28,2.44,1.0,0,0,0,0,0.1645234931260279,Rohan Mehta
N00604,william.white,Lover of nature,1,3063,4491,77788,11981,1,0.14,6.49,1.47,0,0,0,0,0.3728098380273588,Sneha Reddy
N00605,john_martin90,Lover of nature,1,3586,5206,88805,39190,0,0.13,2.27,1.45,0,0,0,0,0.1546562714582977,Arjun Kapoor
N00606,linda_roberts1995,Photographer,1,95,837,54156,36568,1,0.83,1.48,8.81,0,1,0,0,0.1474730561410591,Ananya Singh
N00607,williamthomas90,Sports fan,1,4417,169,59773,97858,0,0.09,0.61,0.04,0,0,0,0,0.0907861606996483,Vikram Patel
N00608,kimberly.clark,Digital marketer,0,1414,2909,61339,18009,0,0.84,3.41,2.06,0,1,0,0,0.1520362814032643,Kavya Nair
N00609,kimberly_king,Photographer,1,506,96,91559,81806,1,0.84,1.12,0.19,0,1,0,0,0.053490313246712,Rahul Das
N00610,jennifergonzalez12,Travel addict,0,211,2145,65973,34154,1,0.33,1.93,10.17,0,0,0,0,0.2894181632412547,Ishita Gupta
N00611,linda.wilson,Sports fan,1,2126,6181,68895,18998,0,0.65,3.63,2.91,0,0,0,0,0.1994505768012793,Aditya Rao
N00612,edward_wilson2001,Lover of nature,1,4425,8531,70522,98136,1,0.31,0.72,1.93,0,0,0,0,0.0527369159406874,Neha Joshi
N00613,elizabeththompson,,1,384,3998,77046,53006,0,0.92,1.45,10.41,0,1,0,0,0.3101617171037054,Karthik Iyer
N00614,donnamiller1994,,1,3431,9182,21593,64708,1,0.75,0.33,2.68,0,0,0,0,0.0999882232764172,Simran Kaur
N00615,michaellee2003,Lover of nature,0,3886,8099,84455,82464,0,0.02,1.02,2.08,0,0,0,0,0.0786330818758807,Yash Malhotra
N00616,bettywilliams1990,Tech enthusiast,1,2624,9092,93822,2461,0,0.68,38.12,3.46,0,0,0,0,1.4410320968553432,Pooja Choudhary
N00617,dorothy.wilson90,Sports fan,0,3878,560,95671,69472,1,0.76,1.38,0.14,0,0,0,0,0.0586118470824521,Manav Bansal
N00618,patricia_campbell11,Lover of nature,0,768,3490,17750,70623,0,0.7,0.25,4.54,0,0,0,0,0.0864929593416408,Tanvi Mishra
N00619,susan.white,,1,1474,5073,13874,7941,0,0.02,1.75,3.44,0,0,0,0,0.281219326554,Devansh Agarwal
N00620,jessicajones78,,1,1548,5672,99914,91747,0,0.69,1.09,3.66,0,0,0,0,0.1600094980050533,Meera Pillai
N00621,davidtaylor,Sports fan,1,3116,905,4100,45422,0,0.39,0.09,0.29,0,0,0,0,0.0570229905467962,Siddharth Jain
N00622,david_robinson53,Digital marketer,0,4616,2786,97028,5718,0,0.53,16.97,0.6,0,0,0,0,0.4818727298208318,Aisha Khan
N00623,susan.nguyen1990,Lover of nature,1,698,9739,5072,8493,0,0.88,0.6,13.95,0,1,0,0,0.2721079768759348,Harsh Vardhan
N00624,ashleywilson,Photographer,1,2454,5180,59707,43044,1,0.49,1.39,2.11,0,0,0,0,0.0737324033765834,Ritika Sharma
N00625,jessica.gonzalez50,Travel addict,1,4880,8241,18328,16234,0,0.25,1.13,1.69,0,0,0,0,0.0778673773696233,Krishna Yadav
N00626,lisa.davis,Lover of nature,0,3304,6549,89015,29796,0,0.48,2.99,1.98,0,0,0,0,0.1174020216754764,Nikita Arora
N00627,donna_adams,Digital marketer,1,750,7415,87304,57442,0,0.68,1.52,9.89,0,0,0,0,0.243191029865071,Aryan Desai
N00628,amandaflores,Sports fan,0,689,6497,1199,87697,0,0.85,0.01,9.43,0,1,0,0,0.2101604563346636,Shruti Menon
N00629,elizabethyoung82,Sports fan,0,1293,773,36337,67082,0,0.49,0.54,0.6,0,0,0,0,0.0617746360060986,Dhruv Shah
N00630,elizabeth_allen,,1,4186,3895,2839,86235,1,0.01,0.03,0.93,0,0,0,0,0.0473396491017613,Palak Tiwari
N00631,thomasjackson,Digital marketer,1,4094,778,99103,54401,0,0.62,1.82,0.19,0,0,0,0,0.1019578294117461,Aarav Sharma
N00632,margaretrivera1995,Sports fan,0,4837,4459,81074,23170,0,0.63,3.5,0.92,0,0,0,0,0.1703340869183578,Priya Verma
N00633,johngonzalez35,Tech enthusiast,1,2216,139,40678,53832,0,0.94,0.76,0.06,0,1,0,0,0.0923495404605058,Rohan Mehta
N00634,richard.taylor43,Lover of nature,1,1355,9905,64813,66826,1,0.71,0.97,7.31,0,0,0,0,0.1160317690900476,Sneha Reddy
N00635,kennethbrown,,0,4915,3370,99590,33038,1,0.63,3.01,0.69,0,0,0,0,0.1045233951117902,Arjun Kapoor
N00636,mary.miller95,Photographer,0,3470,4475,8919,80926,1,0.79,0.11,1.29,0,0,0,0,0.0733730198435614,Ananya Singh
N00637,christophercampbell1984,Digital marketer,0,4585,6686,16357,58228,1,0.01,0.28,1.46,0,0,0,0,0.0627608870724135,Vikram Patel
N00638,karenadams1989,,1,4135,7524,22778,5636,0,0.19,4.04,1.82,0,0,0,0,0.227935545746082,Kavya Nair
N00639,susansmith1997,Sports fan,1,1233,5701,38672,38445,0,0.49,1.01,4.62,0,0,0,0,0.116523771826943,Rahul Das
N00640,lindawilson1991,Travel addict,0,3796,4875,52760,18740,1,0.06,2.82,1.28,0,0,0,0,0.1142561150732394,Ishita Gupta
N00641,christopher_ramirez,Sports fan,1,3213,1127,13847,33395,1,0.04,0.41,0.35,0,0,0,0,0.0810314483966724,Aditya Rao
N00642,matthewthompson,Photographer,1,4740,8789,90188,8227,1,0.63,10.96,1.85,0,0,0,0,0.3041442462336121,Neha Joshi
N00643,markdavis38,Photographer,0,3909,2395,58142,53868,0,0.94,1.08,0.61,0,1,0,0,0.0732913032895208,Karthik Iyer
N00644,james.davis87,Photographer,1,410,3933,48111,95108,0,0.79,0.51,9.59,0,0,0,0,0.2072704316874018,Simran Kaur
N00645,sarahhernandez23,Photographer,0,2189,6946,87643,73851,1,0.01,1.19,3.17,0,0,0,0,0.0818684416870251,Yash Malhotra
N00646,mary_sanchez2001,Photographer,1,354,8875,64458,87200,0,0.3,0.74,25.07,0,0,0,0,0.3245966193965216,Pooja Choudhary
N00647,susanlewis,Tech enthusiast,1,4824,8273,70440,66179,0,0.02,1.06,1.71,0,0,0,0,0.0989798584883006,Manav Bansal
N00648,andrew.lewis2004,Lover of nature,1,2906,1577,90813,15256,1,0.16,5.95,0.54,0,0,0,0,0.2450663909032629,Tanvi Mishra
N00649,margaretcarter2003,Digital marketer,1,1879,731,2047,38641,1,0.44,0.05,0.39,0,0,0,0,0.0871883112968133,Devansh Agarwal
N00650,paulnguyen,,0,966,1237,36633,19643,1,0.34,1.86,1.28,0,0,0,0,0.1187035842756863,Meera Pillai
N00651,barbara.martinez,Photographer,1,2119,3990,12422,731,1,0.42,16.99,1.88,0,0,0,0,0.4391034250523324,Siddharth Jain
N00652,edwardlopez,Lover of nature,1,725,9002,3012,58364,1,0.71,0.05,12.42,0,0,0,0,0.3108056228923239,Aisha Khan
N00653,michelle.moore,Sports fan,1,4760,2165,90971,50089,1,0.64,1.82,0.45,0,0,0,0,0.0883751733874539,Harsh Vardhan
N00654,john_torres,Lover of nature,1,3470,7313,40714,86437,1,0.87,0.47,2.11,0,1,0,0,0.0949792693666858,Ritika Sharma
N00655,josephwilson1990,Photographer,0,922,2826,72345,70644,1,0.9,1.02,3.07,0,1,0,0,0.0928961682663585,Krishna Yadav
N00657,jennifer_walker1987,,0,3500,794,53589,57558,0,0.2,0.93,0.23,0,0,0,0,0.0683322754926493,Aryan Desai
N00658,donna.davis59,Photographer,1,361,5137,63370,85639,1,0.07,0.74,14.23,0,0,0,0,0.235114857854012,Shruti Menon
N00659,dorothyyoung53,Lover of nature,0,4050,1640,10724,1390,0,0.34,7.72,0.4,0,0,0,0,0.259755152064411,Dhruv Shah
N00660,dorothycampbell1997,Sports fan,1,4521,3992,68395,5779,0,0.82,11.84,0.88,0,1,0,0,0.1633804325744302,Palak Tiwari
N00661,charles_martin1981,Lover of nature,1,2033,4006,54845,56252,0,0.08,0.97,1.97,0,0,0,0,0.0695201591800913,Aarav Sharma
N00662,mary_nguyen91,Photographer,1,1451,4600,33700,70107,0,0.6,0.48,3.17,0,0,0,0,0.0791546045762099,Priya Verma
N00663,edward_lee,Digital marketer,0,3994,6148,35837,10198,1,0.25,3.51,1.54,0,0,0,0,0.1491409027365875,Rohan Mehta
N00664,susanperez,Lover of nature,0,2328,984,19521,34691,1,0.08,0.56,0.42,0,0,0,0,0.0780427562572707,Sneha Reddy
N00665,michael.wilson2002,Digital marketer,1,4532,1647,56807,28831,1,0.16,1.97,0.36,0,0,0,0,0.0788703395038577,Arjun Kapoor
N00666,susan_rodriguez42,Photographer,1,4573,8937,16525,55828,0,0.98,0.3,1.95,0,1,0,0,0.0772723526059028,Ananya Singh
N00667,amanda_brown1985,Lover of nature,0,1837,5087,38318,47179,0,0.54,0.81,2.77,0,0,0,0,0.0902489258179928,Vikram Patel
N00668,michelle_hall90,Sports fan,0,2731,2616,39402,75599,0,0.42,0.52,0.96,0,0,0,0,0.0519351754662387,Kavya Nair
N00669,georgegreen66,Tech enthusiast,0,3092,2439,65216,61919,1,0.46,1.05,0.79,0,0,0,0,0.0653644669810004,Rahul Das
N00670,deborahsmith,Tech enthusiast,1,2901,47,7771,20206,0,0.35,0.38,0.02,0,0,0,0,0.0720322881163535,Ishita Gupta
N00671,paulnguyen73,Digital marketer,1,877,1614,91187,88040,0,0.29,1.04,1.84,0,0,0,0,0.0577030702666178,Aditya Rao
N00672,danielnguyen,Photographer,1,3771,3850,33916,29573,0,0.9,1.15,1.02,0,1,0,0,0.0939454703268551,Neha Joshi
N00673,danielnelson,Digital marketer,1,4760,8772,73787,78114,1,0.97,0.94,1.84,0,1,0,0,0.0795678037537069,Karthik Iyer
N00674,donald.carter,Photographer,0,3262,8960,71907,98073,0,0.82,0.73,2.75,0,1,0,0,0.1192093475120617,Simran Kaur
N00675,sarah_torres1995,Photographer,0,1489,2769,54319,85269,0,0.77,0.64,1.86,0,0,0,0,0.0576327407063178,Yash Malhotra
N00676,anthony.allen1981,Tech enthusiast,1,2400,5925,61606,61279,0,0.2,1.01,2.47,0,0,0,0,0.0762222640316614,Pooja Choudhary
N00677,lisa.king,Sports fan,1,371,3867,10769,51306,0,0.24,0.21,10.42,0,0,0,0,0.173804750920144,Manav Bansal
N00678,sandraroberts,Sports fan,1,4955,2847,15070,53885,1,0.76,0.28,0.57,0,0,0,0,0.0584253762457267,Tanvi Mishra
N00679,josephroberts88,Lover of nature,0,3455,516,2054,96626,0,0.15,0.02,0.15,0,0,0,0,0.0789994730021894,Devansh Agarwal
N00680,michaellee65,Digital marketer,1,2319,9014,15397,13732,1,0.57,1.12,3.89,0,0,0,0,0.1218772446162593,Meera Pillai
N00681,lisataylor,Sports fan,0,4996,3227,65808,89544,1,0.52,0.73,0.65,0,0,0,0,0.0569160083637166,Siddharth Jain
N00682,sarahwilson1982,Travel addict,1,3083,1258,60710,6209,1,0.09,9.78,0.41,0,0,0,0,0.2544286928959397,Aisha Khan
N00684,charles_martin,Lover of nature,0,4480,8568,1806,32974,0,0.35,0.05,1.91,0,0,0,0,0.0924491292937964,Ritika Sharma
N00685,melissa.clark60,Lover of nature,0,2037,1991,30268,15925,1,0.09,1.9,0.98,0,0,0,0,0.1256123914600886,Krishna Yadav
N00686,donna.flores1985,Tech enthusiast,0,2170,6735,31744,60160,0,0.58,0.53,3.1,0,0,0,0,0.0696711791613887,Nikita Arora
N00687,dorothy_jackson,Digital marketer,0,3517,3641,20582,10949,1,0.58,1.88,1.04,0,0,0,0,0.0987421415964056,Aryan Desai
N00688,anthony.garcia58,Travel addict,0,210,6804,42768,42263,0,0.6,1.01,32.4,0,0,0,0,0.4892415315790068,Shruti Menon
N00689,carol_lewis98,Sports fan,1,2177,148,60718,4949,1,0.69,12.27,0.07,0,0,0,0,0.4472860557925594,Dhruv Shah
N00690,donaldcampbell,Sports fan,1,3712,3892,6161,3839,1,0.47,1.6,1.05,0,0,0,0,0.0842267944283978,Palak Tiwari
N00691,matthewdavis1980,Photographer,1,4192,8805,90824,64790,0,0.99,1.4,2.1,0,1,0,0,0.1148436444231616,Aarav Sharma
N00692,betty.nelson,Lover of nature,1,2560,9262,37390,56678,0,0.03,0.66,3.62,0,0,0,0,0.0948283204495822,Priya Verma
N00693,joseph.anderson70,Digital marketer,1,1243,1408,86456,1822,1,0.76,47.45,1.13,0,0,0,0,0.683923617197018,Rohan Mehta
N00694,donnasanchez36,Digital marketer,0,531,7846,38503,10528,0,0.38,3.66,14.78,0,0,0,0,0.6038350901013816,Sneha Reddy
N00695,karennguyen81,Digital marketer,0,3637,4022,29377,90152,0,0.93,0.33,1.11,0,1,0,0,0.0893540817777032,Arjun Kapoor
N00696,josephjones,Photographer,0,96,6232,98922,59920,1,0.47,1.65,64.92,0,0,0,0,0.889851178946022,Ananya Singh
N00697,patricialopez,Tech enthusiast,1,1253,9834,3820,45595,0,0.96,0.08,7.85,0,1,0,0,0.2009792653030492,Vikram Patel
N00698,matthew_roberts2002,Sports fan,0,4595,206,60762,99322,0,0.78,0.61,0.04,0,0,0,0,0.0470850363910439,Kavya Nair
N00699,amandahernandez1994,Digital marketer,0,2770,7632,32017,14533,0,0.71,2.2,2.76,0,0,0,0,0.1384403662829106,Rahul Das
N00700,christopher.johnson,Travel addict,1,838,8360,17642,93108,0,0.48,0.19,9.98,0,0,0,0,0.2539215217450301,Ishita Gupta
N00701,kevin.thompson,Travel addict,1,3162,9707,40364,97332,0,0.82,0.41,3.07,0,1,0,0,0.1184853682015018,Aditya Rao
N00702,charles_thompson1986,Photographer,0,1167,5017,49310,70370,1,0.89,0.7,4.3,0,1,0,0,0.0833998191045297,Neha Joshi
N00703,paul.lee1993,Tech enthusiast,0,1310,7964,86429,782,0,0.13,110.52,6.08,0,0,0,0,4.548013595848872,Karthik Iyer
N00704,charles.hernandez61,Photographer,1,2913,7019,55462,713,1,0.8,77.79,2.41,0,0,0,0,2.79975035327294,Simran Kaur
N00705,edwardsanchez1984,,0,4752,7899,69482,58822,0,0.46,1.18,1.66,0,0,0,0,0.0781335856422262,Yash Malhotra
N00706,daniel_scott1994,Lover of nature,0,1992,3017,74225,62030,0,0.78,1.2,1.51,0,0,0,0,0.1021537821983576,Pooja Choudhary
N00707,sandra.walker2002,Sports fan,0,3332,756,80421,72561,0,0.09,1.11,0.23,0,0,0,0,0.0963821677650581,Manav Bansal
N00708,melissajones21,Photographer,1,2255,700,63292,32823,0,0.97,1.93,0.31,0,1,0,0,0.1777080642607579,Tanvi Mishra
N00709,mark_martinez,Photographer,1,4446,379,86149,23464,1,0.78,3.67,0.09,0,0,0,0,0.1597537028372846,Devansh Agarwal
N00710,michael_davis22,Sports fan,0,4479,5793,33602,66440,1,0.28,0.51,1.29,0,0,0,0,0.0737533544213535,Meera Pillai
N00711,davidwright1991,Lover of nature,1,1025,2120,78737,37217,0,0.33,2.12,2.07,0,0,0,0,0.1241402423126939,Siddharth Jain
N00712,jamesnelson1989,,1,3,1323,89039,48198,0,0.03,1.85,441.0,0,0,0,0,30.251044127926253,Aisha Khan
N00713,georgerivera2001,Travel addict,0,4117,4210,7843,47525,0,0.81,0.17,1.02,0,1,0,0,0.0678088171319608,Harsh Vardhan
N00714,dorothyharris,Travel addict,1,4702,1633,98928,59841,0,0.73,1.65,0.35,0,0,0,0,0.0808242231489451,Ritika Sharma
N00715,kimberly_brown,Tech enthusiast,0,1819,825,28021,57252,0,0.24,0.49,0.45,0,0,0,0,0.0765496712187417,Krishna Yadav
N00716,patricia_thomas1997,Photographer,0,2179,7764,83766,13454,0,0.77,6.23,3.56,0,0,0,0,0.4455973755455575,Nikita Arora
N00717,michellemitchell,Lover of nature,0,4380,144,7477,69399,0,0.63,0.11,0.03,0,0,0,0,0.0853877549311567,Aryan Desai
N00718,kevinking,Tech enthusiast,0,3278,7483,34181,81937,1,0.62,0.42,2.28,0,0,0,0,0.0756637282462466,Shruti Menon
N00719,susan.mitchell18,Travel addict,1,4364,1870,29829,56084,1,0.83,0.53,0.43,0,1,0,0,0.0779820931939307,Dhruv Shah
N00720,kimberlyhernandez47,Tech enthusiast,1,4111,7105,67295,63333,0,0.43,1.06,1.73,0,0,0,0,0.0371615003525377,Palak Tiwari
N00721,lindawilliams,Tech enthusiast,0,1868,3955,13251,63205,0,0.63,0.21,2.12,0,0,0,0,0.062645119233854,Aarav Sharma
N00722,mark_jones,,0,337,4407,60822,5995,1,0.31,10.15,13.08,0,0,0,0,1.87977409866726,Priya Verma
N00723,james.davis1981,,0,3571,9185,57974,56815,1,0.72,1.02,2.57,0,0,0,0,0.0766994344350898,Rohan Mehta
N00724,nancyjackson1994,Tech enthusiast,1,1127,5983,81831,56081,1,0.45,1.46,5.31,0,0,0,0,0.1562579730950012,Sneha Reddy
N00725,kimberlygreen10,Digital marketer,1,2118,451,77961,63976,0,0.82,1.22,0.21,0,1,0,0,0.0829651511993856,Arjun Kapoor
N00726,kennethjohnson1988,Sports fan,1,3238,8734,97083,17200,1,0.21,5.64,2.7,0,0,0,0,0.2651800190092216,Ananya Singh
N00727,kimberly_rodriguez80,Travel addict,0,3929,9939,65563,90185,1,0.15,0.73,2.53,0,0,0,0,0.1033279998978911,Vikram Patel
N00728,karen.brown1994,Travel addict,1,1240,5253,77317,12103,1,0.49,6.39,4.24,0,0,0,0,0.3506545858767417,Kavya Nair
N00729,joshuasmith62,,0,4319,1707,75158,79182,1,0.26,0.95,0.4,0,0,0,0,0.0763380669806587,Rahul Das
N00730,donna.miller95,Digital marketer,0,3647,2954,18708,95174,0,0.88,0.2,0.81,0,1,0,0,0.0863500336596281,Ishita Gupta
N00731,ashley_thomas,Digital marketer,0,4932,3550,34225,20882,0,0.71,1.64,0.72,0,0,0,0,0.0779807099415709,Aditya Rao
N00732,kennethrodriguez81,Photographer,0,4717,7516,52945,23183,0,0.16,2.28,1.59,0,0,0,0,0.1641718274007891,Neha Joshi
N00733,thomaswalker73,Sports fan,0,559,105,75184,72513,1,0.17,1.04,0.19,0,0,0,0,0.0878835418911842,Karthik Iyer
N00734,ashley_young66,Tech enthusiast,1,3481,8668,21082,99578,1,0.09,0.21,2.49,0,0,0,0,0.0601382281810265,Simran Kaur
N00735,ashleyhernandez1993,Photographer,1,181,6083,37175,30481,1,0.23,1.22,33.61,0,0,0,0,0.6825836704927625,Yash Malhotra
N00736,kenneth.walker,Photographer,1,520,1325,61225,39242,0,0.31,1.56,2.55,0,0,0,0,0.1095203614821304,Pooja Choudhary
N00737,michaelthomas1997,Digital marketer,1,731,1804,2927,76833,1,0.01,0.04,2.47,0,0,0,0,0.1144384061524061,Manav Bansal
N00738,richard_roberts53,Digital marketer,0,2457,9570,37029,15377,0,0.39,2.41,3.89,0,0,0,0,0.1227079943672129,Tanvi Mishra
N00739,matthew_clark,Digital marketer,1,606,1318,69126,33940,1,0.52,2.04,2.17,0,0,0,0,0.0835142087972792,Devansh Agarwal
N00740,emily.lee50,Tech enthusiast,1,1757,4338,15887,26909,0,0.69,0.59,2.47,0,0,0,0,0.0674634794600194,Meera Pillai
N00741,michelle.johnson27,Tech enthusiast,0,926,4979,13799,1398,1,0.65,9.87,5.38,0,0,0,0,0.7006777171658907,Siddharth Jain
N00742,davidmiller1987,Photographer,1,4805,5927,89140,83242,0,0.4,1.07,1.23,0,0,0,0,0.0918505125809201,Aisha Khan
N00743,matthewrivera,Photographer,1,2034,4252,25119,77577,0,0.36,0.32,2.09,0,0,0,0,0.0871014424395387,Harsh Vardhan
N00744,joseph.hall3,,1,2931,5953,7757,19797,0,0.59,0.39,2.03,0,0,0,0,0.0494160990335097,Ritika Sharma
N00745,michael.lewis1993,Travel addict,0,4913,6886,12221,14515,1,0.91,0.84,1.4,0,1,0,0,0.0875980222391875,Krishna Yadav
N00746,donna.baker70,Travel addict,1,1338,9920,67063,47497,0,0.91,1.41,7.41,0,1,0,0,0.143729536168511,Nikita Arora
N00747,daniel_lee,Travel addict,0,1676,7743,55837,20767,0,0.25,2.69,4.62,0,0,0,0,0.3191454862273887,Aryan Desai
N00748,elizabethwhite,,1,3338,2322,37802,59306,0,0.37,0.64,0.7,0,0,0,0,0.1017355176745859,Shruti Menon
N00749,ashleyrodriguez76,Travel addict,1,885,6478,32120,23161,0,0.92,1.39,7.32,0,1,0,0,0.1481243218220766,Dhruv Shah
N00750,margaret_rodriguez1992,Digital marketer,1,1906,5638,17812,97690,1,0.72,0.18,2.96,0,0,0,0,0.0848236556517444,Palak Tiwari
N00751,jessicasmith51,Tech enthusiast,1,1748,5544,32435,47650,1,0.41,0.68,3.17,0,0,0,0,0.1221112782499052,Aarav Sharma
N00752,andrewallen1984,Tech enthusiast,0,3893,6381,10975,81547,0,0.36,0.13,1.64,0,0,0,0,0.0700359497419293,Priya Verma
N00753,michael_thomas1994,Travel addict,0,3340,1882,34640,63606,1,0.52,0.54,0.56,0,0,0,0,0.0663770434640551,Rohan Mehta
N00754,ashley_harris44,Photographer,0,4,9831,46828,70088,1,0.38,0.67,2457.75,0,0,0,0,1214.7140073911085,Sneha Reddy
N00755,michael_smith87,Sports fan,0,2800,3048,90353,29104,0,0.91,3.1,1.09,0,1,0,0,0.2034185066533397,Arjun Kapoor
N00756,georgewright59,Digital marketer,1,1529,7430,49670,25726,0,0.88,1.93,4.86,0,1,0,0,0.1557727865601395,Ananya Singh
N00757,patriciaperez49,,1,2037,7008,48704,55420,0,0.74,0.88,3.44,0,0,0,0,0.092986624507587,Vikram Patel
N00758,marynguyen48,Sports fan,1,359,8167,12700,60799,0,0.09,0.21,22.75,0,0,0,0,0.478069418911082,Kavya Nair
N00759,charles.roberts2001,Tech enthusiast,1,2085,1282,66860,36751,1,0.28,1.82,0.61,0,0,0,0,0.1220272568693546,Rahul Das
N00760,nancymartinez24,Travel addict,0,2632,3871,16344,90192,1,0.22,0.18,1.47,0,0,0,0,0.0585196198169692,Ishita Gupta
N00761,kevin.baker19,,0,4558,7195,21764,7128,0,0.76,3.05,1.58,0,0,0,0,0.1335636998002086,Aditya Rao
N00762,sandra_perez1992,Digital marketer,1,4187,7309,60780,68665,1,0.68,0.89,1.75,0,0,0,0,0.0676851604017528,Neha Joshi
N00763,david_flores80,Tech enthusiast,1,774,1905,48130,88849,0,0.07,0.54,2.46,0,0,0,0,0.1259686602049209,Karthik Iyer
N00764,danielharris,Travel addict,0,3282,8208,77945,75527,1,0.76,1.03,2.5,0,0,0,0,0.0859741729261559,Simran Kaur
N00765,deborah_rodriguez1984,Digital marketer,1,2724,8199,10574,13403,0,0.56,0.79,3.01,0,0,0,0,0.0840612404987102,Yash Malhotra
N00766,dorothyflores11,Photographer,1,180,6803,62210,22357,0,0.05,2.78,37.79,0,0,0,0,0.7420735366762468,Pooja Choudhary
N00767,michelle.lopez,Sports fan,1,1357,2316,7453,90043,0,0.32,0.08,1.71,0,0,0,0,0.0721730243819977,Manav Bansal
N00768,georgebrown1987,Sports fan,0,2952,6973,2827,5890,1,0.39,0.48,2.36,0,0,0,0,0.0676811649292388,Tanvi Mishra
N00769,betty.hernandez,Sports fan,0,2281,3940,32208,45258,1,0.08,0.71,1.73,0,0,0,0,0.0898549679593998,Devansh Agarwal
N00770,jessicawilliams,Lover of nature,1,2475,9578,35550,77726,0,0.44,0.46,3.87,0,0,0,0,0.1263415779825863,Meera Pillai
N00771,christopherhernandez31,Travel addict,0,4060,5806,31723,76545,0,0.48,0.41,1.43,0,0,0,0,0.0735893069769133,Siddharth Jain
